text,label
"Teach them to be strong and healthy do not let them watch television , if you have to for some reason only let them watch good morale shows , maybe the Brady Bunch ?",0
Virtually all of those rapes are committed by non-whites .,0
I will say I love God as much as I like .,0
I wonder what the shegroid that came running up did .,1
"If that Nigerian bitch thinks she will be elected in Tallaght , she is in for a rude awakening .",1
"It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .",0
"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",0
I have a .40 sub compact and a .40 XDM .,0
"Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .",1
"well like I said , I keep to myself .",0
"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",1
When I was very young we read and looked at the same books as the adults .,0
More negro savagery : YouTube - Detroit : 3 Black Males Murder pregnant white woman .,1
Cindy,0
State Sanctioned racist murder of white farmers in South Africa FULL SCREEN BEST www.youtube.com/watch ? v = SKG72AviEFw,0
The downfall has begun ...,0
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,1
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",1
THANKS,0
"1911 Colt Single Action Army ( A.K.A. Peacemaker ) F & N Five seveN PSG-1 I could go on all day , but I just listed a few off the top of my head",0
pm me or email me at boycottkosher@aol.com once i get enough money together ill be getting a car and ill be able to get to milwaukee quite easily .,0
the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .,1
"Once again , blacks showing they cannot control themselves .",1
"Now , this has an entirely different meaning .",0
My ancestors who had the good sense and foresight to come and build America .,0
Marxist Subversion happened .,1
Check out all the Whites making pro Israel comments https : //www.facebook.com/photo.php ? v = 10204417923596945,0
if the expected war happens we better not put pride in charge of any units where navigating skills are required then .,0
Also lots of bear .,0
I am moving there tomorrow afternoon would love to meet other WP people in the area .,0
"you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .",0
"My daughter said she had only touched the apeling 's back , not hit her .",1
"It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts , which made some of them hooligans and crazy .",1
It 's sadder when whites try to go black .,0
"Here is your logic : some whites are corrupt whores for Jewish supremacists , therefore Whites should not oppose Jewish supremacist extermination of all Whites and JS efforts to control humanity 's future .",1
When they refuse to convert to Islam they will learn at the end .,0
i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,1
Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,0
Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .,0
"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",1
"NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .",0
I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!,1
"that sounds like hippyism. im not leaving my children 's values up for grabs. as ive said before , if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .",0
A British school where none of the students have English as their first language ?,0
Welcome to my Irish brothers I hope your posts on Irish politics are accepted here ; Ireland is a country I would like to learn more about .,0
"It 's plainly there , all you need to do is act on it .",0
Heard about this a while back .,0
"It's not just Third Reich era , it 'd been the names of the towns in many cases from the time they were founded , and anyway before 1933 .",0
Can you please give the info on the facts of who the Celts were or direct to where the information is ?,0
"You 're worried about affirmative action and liberals , that 's your spot .",1
The Book of Revelation !,0
"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",1
Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),1
Many Jews were in the Red Army so many wanted the opportunity to rape and murder whites under the guise of war .,1
"I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....",1
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1
"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",1
Here you would be in and out of the ghetto in prob under a minute .,0
The raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .,1
Wasn't meaning yo be hard on you or Knightrider1961 .,0
"I do n't watch any movie that is made for blacks or has a black in the lead roll and I ca n't find humor in the black race with all of the crime they comit against the white man , to hell with them .",1
Wo n't take more than a minute to do and 39 cents .,0
This is the one my neighbors have .,0
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1
"I must say , the younger guy sure keeps this gal young and fit .",0
"I like to listen to this preacher , but why do black prreachers always have to scream .",1
I 'm not a nig and need a day off to smoke blunts and drink 40 ouncers .,1
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",1
WTF is wrong with u allowing your children to have non white friends ?,1
More Whites would March in a Black Pride march than a White one .,0
I have never seen those posters before .,0
"MEMPHIS, Tenn.",0
An Ar15 .,0
Arizona Daily Star should get it 's information from groups other than an organization that makes it 's money off creating the finest spin and hype imaginable .,0
"Adjustable rear sight , orange target insert in the front sight , modified cylinder .",0
i saw it on opp.now i know what your name stands for.congrats you have a nice looking boyfriend.i read opp once and awhile to see if they took my pic off of here yet and put it on there .,0
Better some overly polite White guy offering to tell you about the word of Joseph Smith than some nignog car jacking you .,1
So why are n't you complaining about the other mud races ?,1
"Mithotyn yea maybe in Germany and other Western European countries nazis are banned from everywhere , but in Bulgaria u can live , * * * * gypsies and some * * * * * * s/not much = 15-20 ppl in my town / u can dress like skin and beat punks/not much 15-20 guys / and ..... just u can do everything but if u live here u will not have money ( hehe i will cut some of my fingers if someone american come to live in Bulgaria ...",0
I feel very sorry for the families of such Jews as Art Katz because he would preach to them over and over again about how Jesus died for the Jew first while at the same time shoving his non-Jewish wife into their faces .,0
Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,1
Just because we can `` breed '' does n't mean we should .,1
"Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?",1
"I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .",1
Literally !!!!,0
It is quite farcical actually .,0
"Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .",1
Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,1
Nordic is not someone 's heritage it 's a sub race category than one person 's heritage will be put into .,0
Black people are the biggest pawns ever everyone uses them for crime they are always the fall guy.Italian mob uses them to do the dirty work the mexicans use them the japanese use them and the chinese.Now who should know whos name ?,1
I would just like to express how sick and tired I am of bi-racial half-breeds kids at school boasting about their `` unique heritages '' .,1
Spectators ran onto the field and began beating the protesters . ',0
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,1
High time they get back to mother Affika and fix that mess .,1
I do n't think that any white person with brown hair brown eye 's is infirior to me .,0
"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",1
`` Small '' arms are n't always light weight .,0
"And , nice picture too !",0
Hey guys please go here to help us send the Mexicans back to Mexico .,1
It has become unbearable and is seriously changing me as a person watching my country be decimated .,1
Hope you will find what you are looking for .,0
No wonder Black dudes go for White chicks - they only have to punch them a few times to knock them out !,1
"I do n't hate Asians , I respect Asians .",0
Welcome to the fight .,0
I would like too see white people get together and get us a white pride day,0
Because behaving like civilized and educated person is `` to white '' for negroes .,1
PM me !,0
"These are the latest statistics , Ethnic groups : Irish 87.4 % , other white 7.5 % , Asian 1.3 % , black 1.1 % , mixed 1.1 % , unspecified 1.6 % ( 2006 census ) , so even if that seven percent was all poles , if you add up all the mud races , it would be equivalent .",1
"I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows .",0
Always nice to see a negro on the receiving end of a beat down from a white for a change .,1
"In fact , if you buy California fruit , you have tasted illegal alien DNA .",1
"Lots of companies moving in , many focused on energy sector .",0
Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,1
"No matter how many times I browse through it , its impact does n't lessen .",0
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",1
"Black males are put on pedestal by the media - white women love them , sports heroes , rappers with all the `` bling '' .",0
Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,1
"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",1
"They all look nonwhite , look closer .",0
Lager scale .,0
You AREN' T White :,1
Wanna talk im or pm me,0
"There are many interesting listings on this web site , including Stormfront 's own Advance Scout forum which teaches the principles of Pioneer Little Europe : http://www.angelfire.com/nv/micronations/usa.html",0
I am not expecting six figures a year but would like to be comfortable .,0
"Bad for home defense , which is a pity , its probably a spectacular manstopper , those soft lead hollow base Foster slugs flatten out quickly .",0
Maybe if you 'd have gone down to London you could have marched with hundreds of nationalists in the very centre of our nations capital ...,0
"Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?",1
Welcome to the front lines ...,0
"If it 's brown , flush it down .",1
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,1
The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,1
Their English language means they are drowning in the MLK-esque crap coming out of America .,1
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",1
Strange that you cant visit it anymore .,0
"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",1
http://www.facebook.com/pages/ % D0 % A0 ... 19205191443389,0
If only they had cheap cameras you could hide in your baseball cap .,0
I ca n't imagine schools being able to teach the slower or disruptive kids geographic locations plus have time to get to these specifics .,0
Dangers of government schools : exposing your kids to philosophy like this ....,0
I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,1
Hey I know I am too old for you but I just wanted to say I saw your picture & I think your cute .,0
Disgusting.....,0
The same way they take advantage of the state everywhere else .,1
I so hope that coon got life in jail or the death penaltyYou did and are doing the best you can nobody can ask for more .,1
There are really few Jews and millions of those bastards on the body of our country .,1
I could n't imagine living in those conditions with drugs and filthy negros everywhere .,1
"Richard Anthony March 2 , 2014 A Storm is Brewing on the Horizon ?",0
I always intended to try making one but never got round to it .,0
The big black females pushed their way into the Houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .,1
Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..,1
"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1
So it looks like the Blacks have lost even that one LOL Diablo,1
things u put on yer teeth just kidding ... seen guys with those things that suppose to hold up pants ? theyre red or white ? and theyre not belts. welcome to skinhead charades .,1
"Make a visit here , lad . .",0
Erik,0
For analogy : you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison You water your plants with salty water Giving your kids FAS You do n't need to punish these people .,0
"Allow me to apologize for my last post , as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble .",1
"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",1
"In fact , this year this `` event '' is going to be this weekend .",0
"Long time no post , Turbo , good to see you back .",0
Interview with Herman Rosenblat : A Holocaust liar https : //www.youtube.com/watch ? v = HPzxTQ3t1wU,0
Now I just need to figure out what you are doing here .,0
They all need to be sent back to Afreka along with the Joos that control our politicians .,1
Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .,1
"It's as if these people were like this all along , and it was only white civilization and moral nature that kept them in check .",0
It was FREE ...,0
Pm me so we can chat further if you wish .,0
The link in my sig lne `` Christian Identity and Identifying the jew '' explains this,1
R1b is the most common haplotypes defining the Europeans,0
#NAME?,0
Calmady Children .,0
"I am not critisizing , you are right , we should all just grow up .",0
Girl I bey you are fly !!!,0
Blacks Will Lose Race War - YouTube,0
Welcome to SF .,0
There is lots of cheap / good surplus stuff out there .,0
"And if Rose Powell has anything to do with it , they 'll stay there for a long time .",0
Our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create .,1
i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,1
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",1
"Thank you Mr. Shockly , father of the computer chip .",0
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",1
On second thought they wo n't report it at all .,0
At this point I will assume the media is lying about everything other than a Negro being arrested for his murder .,1
If I could create a disease that wipes out all Black 's I would .,1
put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,1
of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,1
Powerful video that shows how primitive these beasts are .,1
And it stunk like refer and black sweat .,1
"Then these students graduated college and joined the workforce , only to fail .",0
They are anything but Swedes and to be honest it is good to get rid of them .,1
As Hispanic and Negro populations increase test score averages will decrease .,1
"Fine with me as long as they do n't parade the city and demand `` gay rights '' ... keep it in the closed god damnit , homosexuality is n't exatly something to be proud of",1
"That sounds promising , and hopefully in time there will be a couple of more days added and the extra hour too .",0
mommy told me never to squelch on someone 's claims. the very fear of exposure makes me want to avoid lying .,0
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",1
His spirit will always be with us and we will always honor him as the man who led us out of the darkness so we will never get lost again as a people .,0
We should have a new version of the old Plantation system where every white person on earth makes millions of dollars off of the enslaved labor of all the non-Whites in the world .,1
"I'd say that here on SF , most of the thread derailers are crypto-antis who do n't give hoot about Thor or Jesus .",0
They act quite civilized in the video but i suppose they went on a mugging spree after .,1
"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",1
I'm sure the Jews in Scandinavia dumb down the education systems there too .,1
How on earth can they be Swedes when they are the result of race treason ?,1
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',1
"I'm not in the Chicago area , but I do know some people in the Chicago area .",0
Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .,1
Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,1
"One !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .",0
Have you ever gave hard knocks better than you got them ?,0
Therefore everyone in this thread is a holocaust survivor .,1
I grew up near Little Italy ( not NY ) and parents grew up in Brooklyn .,0
unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,1
Is this normally what it should be ?,0
they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,1
Thanks for posting the site info .,0
"I also do n't want harassment in real life , which is why I keep my views limited , so I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .",0
Major chimp-out at hip hop awards .,1
In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,0
And then there is the pesticides on your fresh ( ? ) fruit and veggies .,0
"So long as http://ghettobraggingrights.wordpress.com/ exists I will not only think of blacks as sub-human savage beasts with no more self-control than a rabid dog , but refer to them as such .",1
"Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .",0
All you liberals care about is `` Diversity . '',1
Yes! hatred of the English is very real and it 's not going to get better any time soon .,0
"Hey, hey now let 's not bury this so fast .",0
This is the same race that thinks raping babies cures AIDS .,1
"Minister asks YouTube to remove video directing anti-Semitic abuse at him Minister asks YouTube to remove video directing anti-Semitic abuse at him - The Irish Times - Fri , Mar 30 , 2012 Alan Shatter - Jewish Nation-Wrecker - YouTube",0
Gotta have the green grass and trees .,0
"There comes a moment when we must act , regardless of the consequences .",0
Is n't it interesting how genocide is a crime until it happens to Europeans ?,0
"POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .",1
Works for me .,0
That is right he is an anti-white bigot who wants to live around no blacks but wants to force other people to live around blacks .,0
Making them up a history because they have none ?,0
"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",1
Nope.,0
i found another example of a so called `` russian '' turk who hates armenians and georgians .,0
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1
"A white against all other color war must happen to rid America , but will it ever happen and would it be successful ?",0
"That's a good point , awake777 .",0
"But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .",1
I just came in from my night job or I 'd look around a bit more .,0
Africans in Ireland should be treated like paedophiles .,1
oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,1
"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",0
"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''",1
What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?,1
South Africa has returned to the Stone Age in 20 years .,1
These moslem filth hacked there heads off it took about 30 seconds !,1
Every white person from Michigan knows that our Detroit negros are the worst in America .,1
We have n't heard this exquisitely beautiful song in a while .,0
He is a pathetic little chimp .,1
I 've seen negroes who look ( and undoubtedly act ) like him .,1
General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,1
"London is a dead zone as far as anyone White is concerned , even Hertfordshire where it 's closest to London is turning brown .",1
Those islamic disease tend to mimic Whites or copy White concepts in various forms and many of them are light skin and even looked like Whites .,0
"how could you have a debate with a nigerian woman ! pity i was listening in , should have been a good laugh listening to that person trying to hold a civilised conversation",1
Very informative .,0
Want a libtard to support White Nationalism ?,1
"Yes, this painting is in the Art Institute of Chicago .",0
But maybe it was just him .,0
there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .,1
I live in Oslo and race-mixing is a huge problem .,1
The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,0
Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .,1
http://www.youtube.com/watch ? v = vaEZZnW _ MJo,0
They all deserve an ass kicking .,1
My wife showed me a Kibble 's - n - Bits commercial last night wherein a mixed couple was presented as `` normal . '',1
Good luck on the magneto-hyperdrive .,0
Ya the ignorant want to registered guns so only criminals will have gun .,0
"They did the same thing down here in MS. My nephew said they were doing the same as you described , acting like a bunch of wild animal 's .",0
Your right .,0
"Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .",1
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",1
"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",1
It is n't enough that we support mesico now we have to support africa .,1
No wonder this races achieve nothing .,1
Thank you my friend for posting on our section ...,0
They probably arrest them and throw them in jail so that they will be raped and infected with AIDS .,1
"The Nordic Angelic race came from the Pleiadian 's Star Cluster , and mixed with Iberian-Aryan 's that live in Germanic Countries and Scandinavia .",0
Remington 700 sps tactical,0
"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",1
How much you want to bet it is n't a black male running this operation You can count on white people to be very innovative,1
RAMMSTEIN - 18.Ich will ( 2012-02-11 - Moscow ) - YouTube,0
Great job guys .,0
That Ca n't be good !!,0
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .",1
Please tell me you are n't advocating fraud .,0
Most White Western Women have the racial sense of a cabbage .,1
"Kiss uncle Samael for me , will you ?",0
A mate from school started talking about this group .,0
It really pisses of the liberal leftist,1
There are London areas that could be described as nothing less than little islamic republics .,1
What good are these scammers to the country who Broke EU law to come here ?,1
I hope they all starve .,1
`` Why did n't you order a beer ? '' they all ask .,0
I had to change the kids site around a bit Liz ... here is the correct link for the FCKS ... Creative Kids,0
I thought Bono and Clooney were picking up the tab for Africa ??,0
"Anyways , smearing a single DNA stem with black DNA is horrible .",1
I hope that black creep does not get off easy .,1
The Brown and Black filth are starting to creep into Orillia and Midland sadly .,1
I see so many BM/WF around my city its not even funny .,1
"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's .",0
Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .,1
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,1
welcome. here we promote white unity. british occupation of n.ireland is another issue. we cannot succeed if we promote hate against other whites. that is a fundamental tenet of white nationalism. just something to think about .,0
"Good, it is about time those progressive libtards got theirs for the generations of young white minds they have perverted with their pseudo-education .",1
Somene was telling me somewhere that he has put in a claim about having been abused in an orphanage by one of the religious orders .,0
Break them up .,1
Council of White Patriot Voters Open Letter To NAACP Over Gay Marriage CWPV Open Letter To NAACP Over Gay Marriage - The Council Of White Patriot Voters,0
"Booklet updated on Dec. 9th , 2013 .",0
Just appalling .,0
"Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .",0
"hello, I 'm from Rome ...",0
So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .,1
"The whites and the asians evoluated , and the blacks are still behind .",1
"Muds do n't respect anything , including themselves ( what 's to respect ) and therefore anyone else .",1
To understand ancient Egyptians you should read up on modern Egyptians .,0
DISGUSTING .,0
They bred with inferiors creating these mongrels,1
The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,1
"It 's annoying to live in a time where a subhuman monkey coon thinks it 's okay to hit an Aryan white blond , blue-eyed child .",1
Not only did he not sell a car he ended up in court and 500euro lighter in the pocket from his latest meeting with a Negro .,0
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",1
See UnityND.com .,0
Good luck !,0
They are both cultural threats,1
When do they ever learn !!!!,0
They only know how to destory our civilization .,1
www.natall.com,0
"Probably, especially if they are legitimate refugees from a war conflict , as opposed to the fake black and brown refugees that are flooding the country now .",1
"No, the picture thread took care of that !",0
Africa is a hole area of natural resources and only made mud huts from it ... what wild life are able to make even better huts ie birds,1
Well you 're wishing for the majority of white people in Britain to have their children burn in front of them and watch their flesh melt off of their bodies .,0
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,1
if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@yahoo.com white power 88,0
It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,1
Hiring someone from this website should ensure we do n't hire undesirables .,1
"Our enemy has the sheep already , and they 're doing more to destroy us than many of these `` lions '' of ours are saving .",0
FBI : Chicago officially America 's murder capital | Fox News,0
Three more posters ready - these are definitely anti-race-mixing !,1
Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?,1
"Yea, I 'm not sure it 's authenithic .",0
"I guess I 'll just stick to homeschooling my kids , when and if I have them ...",0
"It wo n't be long until Jewish groups like ADL , SPLC , Simon Wiesenthal Center and Search light are applying big pressure to have these videos censored .",0
Regurgitation of good info is better than ingestion of jewish-disinformation .,1
I'm not running and giving it to the muds .,1
They should be forced to wear the hijab to show that they are different from us .,1
A : 60 feet Q : Johnny 's team had the football on the 50 yard line .,0
"If you need some help and I could provide it , send me a PM .",0
We have such a huge Asian problem .,1
"I have read a 70 -/ + million figure , 92.5 million figure and an estimate of over 100 million figure So I compromised at 90 .",0
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",1
"Take it slow then gradual , hell make them watch MTV for a few hours it 's the same thing as animal planet. and just gradually introduce them to your views .",1
"The guy giving the beating could very possibly be a Hispanic , I would have to see a much clearer video before I 'd give him the honor of calling him White .",0
"No, I hope the negro is not all right , ever .",1
I just have to study for three and a half more years until I start working on a masters in electrical engineering Feels like it never ends .,0
Such a shÃ me how we 've allowed blacks and browns to destroy every last square inch of our cities .,1
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,1
"I registered to make comment but there appear to have a critical error , o dear .",1
I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,1
In fact here at home their involvement in Nigeria is criminalized .,0
In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,1
"I'm with you , Winnipeg has become a cesspool .",1
"If she did use the money to buy food or get a place to stay and did n't use it to buy drugs or something like that , I would n't say you done a bad thing .",0
"Lumberton , Texas in Hardin County .",0
It makes me tired .,0
"Migrants living in fear after racist bomb attack on Poles - Northern Ireland , Local & National - Belfasttelegraph.co.uk They 're threatening to leave , we 're doomed !!!",1
"I'm just happy they have n't tried to cast blacks , Asians , or some other races like Hollywood 's treatment of Thor .",0
These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .,1
Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,1
"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",1
"I stopped there one day looking for a job for my holidays , and I left immediately when I saw it : you can barely find a straight person there in summer .",1
"BR , Tapio 2508",0
Is that overweight fat useless bitch blind ?,1
I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,0
"I 'm in Birmingham , myself and even the nicer suburban area where I 'm from is getting darker and darker .",1
Nice to know that are still a few men out there who `` have a pair '' .,0
"Do n't come down too hard and alienate him , just keep a light hearted attitude and let him know that you find his actions disgusting .",1
Any kind of civilization Negroes have today is a gift from the White race .,1
He far excelled Anatoly Karpov and Garry Kasparov .,0
It's a start .,0
"WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do",1
Don't wander around Kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voo-doo spells .,1
Faggots are always pushing their homosexual agenda .,1
if he 's a coke addict - try to find out where he gets the coke from and rat him out .... you will be a hero and can have your own party while all the nigs are behind bars,1
Sry I didnt respond sooner but right now im using free aol accounts,0
And im sure theres a lot more people that would do the same .,0
It 's why they do n't take real ones seriously .,0
Arab militaries are incompetent .,1
Now I watch no TV at all .,0
Then how come the only ones they arrested in connection with those attacks were active FSB agents ?,0
